index,Location,Area,Country,coords,latitude,longitude
2901,"North of Point Sur, Monterey County",California,USA,"(36.5241283, -121.953011)",36.5241283,-121.953011
2925,5 miles off the coast,Alabama,USA,"(32.3182314, -86.902298)",32.3182314,-86.902298
2927,"Windy Hill, near Myrtle Beach, Horry County",South Carolina,USA,"(33.7975881, -78.7321887)",33.7975881,-78.7321887
2931,"Point Conception, Santa Barbara County",California,USA,"(34.44859770000001, -120.4715514)",34.44859770000001,-120.4715514
2932,"Perch Rock, Point Conception, Santa Barbara County",California,USA,"(34.44859770000001, -120.4715514)",34.44859770000001,-120.4715514
2934,Off Hutchinson Island,Florida,USA,"(27.3545667, -80.2488596)",27.3545667,-80.2488596
2938,"Usal Creek, Bear Harbor, Mendocino County",California,USA,"(39.5500194, -123.438353)",39.5500194,-123.438353
2944,"Sandy Hook, Monmouth County",New Jersey,USA,"(40.4781616, -74.0162658)",40.4781616,-74.0162658
2952,"Off Lahaina, Maui",Hawaii,USA,"(20.8783333, -156.6825)",20.8783333,-156.6825
2954,Off Fort Pierce,Florida,USA,"(27.3425602, -80.4284259)",27.3425602,-80.4284259
2966,"Kama'ole Beach, Park No. 1, Kihei, Maui",Hawaii,USA,"(20.7213022, -156.4477964)",20.7213022,-156.4477964
2970,Scofield - Sandy Point,Louisiana,USA,"(30.9842977, -91.96233269999999)",30.9842977,-91.96233269999999
2973,"Emerald Isle Pier (near Morehead City), Carteret County",North Carolina,USA,"(34.6762165, -76.9582266)",34.6762165,-76.9582266
3003,"12 miles northeast of Mayport,  Duval County",Florida,USA,"(30.3923949, -81.42995859999999)",30.3923949,-81.42995859999999
3006,"McClure Beach, near Tomales Point, Marin County",California,USA,"(38.083403, -122.7633036)",38.083403,-122.7633036
3014,"Hobe Sound, Palm Beach County",Florida,USA,"(26.6514503, -80.2767327)",26.6514503,-80.2767327
3015,2 miles off Keahole Airport,Hawaii,USA,"(19.736916, -156.0429246)",19.736916,-156.0429246
3028,"South of Neptune Beach, Duval County",Florida,USA,"(30.311908, -81.39647339999999)",30.311908,-81.39647339999999
3047,"Municipal Beach, Boyton Beach",Florida,USA,"(26.5283992, -80.06316389999999)",26.5283992,-80.06316389999999
3048,"Public Beach (Carlin Park), Jupiter, Palm Beach County",Florida,USA,"(26.9342246, -80.0942087)",26.9342246,-80.0942087
3054,10 miles off Cape Canaveral,Florida,USA,"(28.3922182, -80.60771319999999)",28.3922182,-80.60771319999999
3084,Off San Clemente Island,California,USA,"(32.9028812, -118.4980744)",32.9028812,-118.4980744
3086,"Emerald Isle Pier (near Morehead City), Carteret County",North Carolina,USA,"(34.6762165, -76.9582266)",34.6762165,-76.9582266
3090,"Puamana, Lahaina, Maui",Hawaii,USA,"(20.9800622, -156.6739904)",20.9800622,-156.6739904
3094,Off Umpqua River,Oregon,USA,"(43.982223, -124.086988)",43.982223,-124.086988
3104,20 miles from Mayport,Florida,USA,"(30.3923949, -81.42995859999999)",30.3923949,-81.42995859999999
3119,"Sands Cut, Elliot Key",Florida,USA,"(27.6648274, -81.5157535)",27.6648274,-81.5157535
3123,"Honoli'i Pali, Hilo Bay ('Alae Point), Hawai'i",Hawaii,USA,"(19.5429151, -155.6658568)",19.5429151,-155.6658568
3126,Carter Cay,Florida,USA,"(29.1603593, -80.9986876)",29.1603593,-80.9986876
3130,"Ormond Beach / Daytona Beach, Volusia County",Florida,USA,"(29.213246, -81.07843799999999)",29.213246,-81.07843799999999
3133,Gulf Island National Seashore Park,Florida,USA,"(30.3281477, -87.2922514)",30.3281477,-87.2922514
3143,"Jupiter Island, Brevard County",Florida,USA,"(28.263933, -80.7214417)",28.263933,-80.7214417
3145,"La'au Point, Moloka'i",Hawaii,USA,"(21.1443935, -157.0226297)",21.1443935,-157.0226297
3147,"Nimitz Beach, Barbers Point, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,-158.0000565
3149,"South Moss Beach, Spanish Bay, Monterey Peninsula",California,USA,"(36.778261, -119.4179324)",36.778261,-119.4179324
3155,Elliot Key,Florida,USA,"(25.4396585, -80.2000596)",25.4396585,-80.2000596
3157,"White Plains Beach, Barbers Point, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,-158.0000565
3158,"White Plains Beach, Barbers Point, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,-158.0000565
3160,"Hobe Sound, Palm Beach County",Florida,USA,"(26.6514503, -80.2767327)",26.6514503,-80.2767327
3165,"Daws Island, Broad River (near Beaufort)",South Carolina,USA,"(32.4315813, -80.6698286)",32.4315813,-80.6698286
3166,"Ho'okipa Beach, Pa'ia, Maui",Hawaii,USA,"(20.9336578, -156.3574037)",20.9336578,-156.3574037
3167,"Ormond Beach / Daytona Beach, Volusia County",Florida,USA,"(29.213246, -81.07843799999999)",29.213246,-81.07843799999999
3179,"Morro Rock, Morro Bay, San Obispo County",California,USA,"(35.3694186, -120.8676799)",35.3694186,-120.8676799
3184,"Monastery Beach, Carmel Bay, Monterey County",California,USA,"(36.5419364, -121.9529992)",36.5419364,-121.9529992
3188,North Dade- Interama area of Biscayne Bay,Florida,USA,"(25.5722267, -80.23213129999999)",25.5722267,-80.23213129999999
3196,60 miles southeast of Beaufort,South Carolina,USA,"(32.3945919, -80.8922113)",32.3945919,-80.8922113
3206,"Haulover Inlet, Dade County",Florida,USA,"(25.5516034, -80.6326916)",25.5516034,-80.6326916
3208,"Intracoastal Waterway, Boca Raton, Palm Beach County",Florida,USA,"(26.3683064, -80.1289321)",26.3683064,-80.1289321
3214,"Off 12th Street, Miami Beach",Florida,USA,"(25.7828453, -80.1363281)",25.7828453,-80.1363281
3223,"6 miles south of Boca Chica Key, Monroe County ",Florida,USA,"(24.5735893, -81.68568080000001)",24.5735893,-81.68568080000001
3225,"Virginia Beach, Princess Anne County",Virginia,USA,"(36.840716, -76.038781)",36.840716,-76.038781
3228,Off Lake Worth,Florida,USA,"(26.61835, -80.114938)",26.61835,-80.114938
3262,Off Crystal River,Florida,USA,"(28.902479, -82.59260119999999)",28.902479,-82.59260119999999
3264,"Pigeon Point, San Mateo County",California,USA,"(37.1818905, -122.3946971)",37.1818905,-122.3946971
3271,"""Turnaround"", Cape Kiwanda, Tillamook County",Oregon,USA,"(45.2195478, -123.9756728)",45.2195478,-123.9756728
3272,"Bob Graham Beach, Martin County",Florida,USA,"(27.0804935, -80.4103957)",27.0804935,-80.4103957
3274,"3 miles south of Sebastian Inlet State Park, Indian River County",Florida,USA,"(27.6947732, -80.54384499999999)",27.6947732,-80.54384499999999
3276,"Fowey Rock, ",Florida,USA,"(25.5905556, -80.09666779999999)",25.5905556,-80.09666779999999
3278,"Jupiter Island Beach, Martin County",Florida,USA,"(27.0314437, -80.1014311)",27.0314437,-80.1014311
3290,"15 miles north of Sebastian Inlet, Brevard County",Florida,USA,"(28.263933, -80.7214417)",28.263933,-80.7214417
3298,Off Shelter Cover (between Fort Bragg & Eureka),California,USA,"(40.8020712, -124.1636729)",40.8020712,-124.1636729
3307,"Elephant Rock near Tomales Point, Marin County",California,USA,"(38.083403, -122.7633036)",38.083403,-122.7633036
3310,"Little Glass Shacks, Princeville, Kaua'i",Hawaii,USA,"(22.2236111, -159.4852778)",22.2236111,-159.4852778
3311,"Point Conception, Santa Barbara County",California,USA,"(34.44859770000001, -120.4715514)",34.44859770000001,-120.4715514
3313,5 miles south of Redondo Beach,California,USA,"(33.8491816, -118.3884078)",33.8491816,-118.3884078
3314,"Southeast Farallon Island, Farallon Islands",California,USA,"(36.778261, -119.4179324)",36.778261,-119.4179324
3318,"Linda Mar Beach, Pedro Point, San Mateo County",California,USA,"(37.6322376, -122.4941658)",37.6322376,-122.4941658
3329,"Kaliiwi, Kauai",Hawaii,USA,"(21.9661076, -159.5737912)",21.9661076,-159.5737912
3339,"Ponce Inlet, New Smyrna Beach, Volusia County",Florida,USA,"(29.08501399999999, -80.93225699999999)",29.08501399999999,-80.93225699999999
3340,"Ormond Beach / Daytona Beach, Volusia County",Florida,USA,"(29.213246, -81.07843799999999)",29.213246,-81.07843799999999
3341,"Pinellas Point, Tampa Bay",Florida,USA,"(27.704956, -82.644707)",27.704956,-82.644707
3347,"Tiger Shores Beach, Martin County",Florida,USA,"(27.0804935, -80.4103957)",27.0804935,-80.4103957
3352,"Monastery Beach, Carmel River State Park, Monterey Peninsula",California,USA,"(36.778261, -119.4179324)",36.778261,-119.4179324
3354,"Ponce Inlet, New Smyrna Beach, Volusia County",Florida,USA,"(29.08501399999999, -80.93225699999999)",29.08501399999999,-80.93225699999999
3367,"Mustang Island, near Port Aransas",Texas,USA,"(27.7360479, -97.1340247)",27.7360479,-97.1340247
3376,"Mustang Island, near Port Aransas",Texas,USA,"(27.7360479, -97.1340247)",27.7360479,-97.1340247
3377,"Mustang Island, near Port Aransas",Texas,USA,"(27.7360479, -97.1340247)",27.7360479,-97.1340247
3378,"Ponce Inlet, New Smyrna Beach, Volusia County",Florida,USA,"(29.08501399999999, -80.93225699999999)",29.08501399999999,-80.93225699999999
3386,"Davenport Light, San Mateo County",California,USA,"(37.4337342, -122.4014193)",37.4337342,-122.4014193
3388,"North of Jupiter Inlet, Palm Beach County",Florida,USA,"(26.9332665, -80.1075474)",26.9332665,-80.1075474
3405,"Running Waters Beach, Ninini Point, Kaua'i",Hawaii,USA,"(21.9661076, -159.5737912)",21.9661076,-159.5737912
3412,"North of Morro Rock, San Luis Obispo County",California,USA,"(35.3694186, -120.8676799)",35.3694186,-120.8676799
3415,"Paradise Beach Park, Brevard County",Florida,USA,"(28.1226018, -80.5759862)",28.1226018,-80.5759862
3419,"Sea Pines Beach Club, Hilton Head, Beaufort County",South Carolina,USA,"(32.1159589, -80.82530009999999)",32.1159589,-80.82530009999999
3429,"Klamath River, Del Norte County",California,USA,"(41.7095334, -122.9286369)",41.7095334,-122.9286369
3433,"Shell Island Panama City Beach , Bay County",Florida,USA,"(30.1765914, -85.8054879)",30.1765914,-85.8054879
3434,"Shell Island Panama City Beach , Bay County",Florida,USA,"(30.1765914, -85.8054879)",30.1765914,-85.8054879
3442,"Indian Beach, Ecola State Park, just north of Cannon Beach, Clatsop County ",Oregon,USA,"(45.8917738, -123.9615274)",45.8917738,-123.9615274
3447,"Coral Gardens Reef, 6 miles SSE of Chicoteague Inlet",Virginia,USA,"(37.4315734, -78.6568942)",37.4315734,-78.6568942
3452,"Waialua Beach, Moloka'i",Hawaii,USA,"(21.1443935, -157.0226297)",21.1443935,-157.0226297
3453,"Latigo Point / Paradise Cove,west of Malibu, Los Angeles County",California,USA,"(34.0259216, -118.7797571)",34.0259216,-118.7797571
3454,"Latigo Point / Paradise Cove, west of Malibu, Los Angeles County",California,USA,"(34.0259216, -118.7797571)",34.0259216,-118.7797571
3460,"Kekaha Beach, Kaua'i",Hawaii,USA,"(21.9684209, -159.7196382)",21.9684209,-159.7196382
3461,"Ho'okipa Beach, Pa'ia, Maui",Hawaii,USA,"(20.9336578, -156.3574037)",20.9336578,-156.3574037
3469,40 miles off Cocodrie,Louisiana,USA,"(29.246893, -90.66147699999999)",29.246893,-90.66147699999999
3471,"Sargent Beach, Matagorda County",Texas,USA,"(28.8204837, -95.9832577)",28.8204837,-95.9832577
3481,24 km off Santa Catalina Island in the Channel Islands,California,USA,"(33.9986014, -119.8583772)",33.9986014,-119.8583772
3483,"Southeast Farallon Island, Farallon Islands",California,USA,"(36.778261, -119.4179324)",36.778261,-119.4179324
3484,"Off Palos Verdes Estates, Los Angeles",California,USA,"(33.8005714, -118.3900737)",33.8005714,-118.3900737
3485,"Gulf of Mexico, 22 miles from Pensacola",Florida,USA,"(30.42130899999999, -87.2169149)",30.42130899999999,-87.2169149
3488,"Between Wrightsville Beach & Carolina Beach, New Hanover County",North Carolina,USA,"(34.0351726, -77.8935966)",34.0351726,-77.8935966
3494,"Ehukai Beach Park, Sunset Beach, O'ahu",Hawaii,USA,"(21.6732, -158.0411)",21.6732,-158.0411
3499,"90 miles east of Hilo, Hawai'i",Hawaii,USA,"(19.6035796, -155.0713331)",19.6035796,-155.0713331
3501,"Montera Beach, San Mateo County",California,USA,"(37.54688710000001, -122.5149481)",37.54688710000001,-122.5149481
3502,"Monster Hole, Sebastian Inlet",Florida,USA,"(27.860302, -80.4472737)",27.860302,-80.4472737
3503,"Mokapu, Kane'ohe Marine Air Corps Station, O'ahu",Hawaii,USA,"(21.4288, -157.7436)",21.4288,-157.7436
3506,"Silver (Silva) Channels, Waialua, O'ahu",Hawaii,USA,"(21.5766667, -158.1302777)",21.5766667,-158.1302777
3518,"Perdido Key near the Florida Panhandle, Escambia County",Florida,USA,"(30.6389408, -87.3413599)",30.6389408,-87.3413599
3520,"Near Port Aransas, Nueces County",Texas,USA,"(27.8339158, -97.06109939999999)",27.8339158,-97.06109939999999
3523,"Juno Beach / North Palm Beach, Palm Beach County",Florida,USA,"(26.8717794, -80.0600767)",26.8717794,-80.0600767
3525,"Russian Gulch, Jenner, Sonoma County",California,USA,"(38.4665806, -123.1563936)",38.4665806,-123.1563936
3529,North end of County Beach,Florida,USA,"(26.735548, -80.280354)",26.735548,-80.280354
3535,"Monastery Beach, Carmel Bay, Monterey County",California,USA,"(36.5419364, -121.9529992)",36.5419364,-121.9529992
3544,"One'ula Beach Park, 'Ewa Beach, O'ahu",Hawaii,USA,"(21.313149, -158.0089992)",21.313149,-158.0089992
3545,"South of Ponce Inlet, New Smyrna Beach, Volusia County",Florida,USA,"(29.0599541, -80.9526133)",29.0599541,-80.9526133
3546,Baltimore Aquarium,Maryland,USA,"(39.2837904, -76.6013754)",39.2837904,-76.6013754
3549,"Ma'ili Beach, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,-158.0000565
3556,"8.5 miles south of Ano Nuevo State Reserve, Davenport County",California,USA,"(36.778261, -119.4179324)",36.778261,-119.4179324
3558,"South Miami Beach, Dade County",Florida,USA,"(25.790654, -80.1300455)",25.790654,-80.1300455
3559,150 miles from Crystal River,Florida,USA,"(28.902479, -82.59260119999999)",28.902479,-82.59260119999999
3560,"John Pennekamp Marine Park, Monroe County",Florida,USA,"(24.5557001, -81.78259849999999)",24.5557001,-81.78259849999999
3568,"Horseshoe Reef, Scott Creek, Davenport, Santa Cruz County",California,USA,"(37.01352079999999, -122.1966597)",37.01352079999999,-122.1966597
3571,Near Port Canaveral Coast Guard Base,Florida,USA,"(28.4103506, -80.61881559999999)",28.4103506,-80.61881559999999
3575,"Shelter Cover, north of Fort Bragg, Shelter Cove, Mendocino County",California,USA,"(39.5500194, -123.438353)",39.5500194,-123.438353
3586,"Leftovers, near Waimea Bay, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,-158.0000565
3591,"Cannons, at Ha'ena on the north shore of Kaua'i Island",Hawaii,USA,"(22.0964396, -159.5261238)",22.0964396,-159.5261238
3596,Wreck of the U-352 ,North Carolina ,USA,"(34.6572442, -77.0779137)",34.6572442,-77.0779137
3609,"Twin Arches, Hana Ranch, Maui",Hawaii,USA,"(20.7983626, -156.3319253)",20.7983626,-156.3319253
3614,"South Jetty, New Smyrna Beach, Volusia County",Florida,USA,"(29.0258191, -80.9269984)",29.0258191,-80.9269984
3620,"Lanaikea, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,-158.0000565
3621,"Castle Rock, San Miguel Island",California,USA,"(34.037616, -120.3723741)",34.037616,-120.3723741
3622,"Kea'au Beach Park, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,-158.0000565
3623,"North Jetty Park, Fort Pierce, St. Lucie County",Florida,USA,"(27.4467056, -80.3256056)",27.4467056,-80.3256056
3624,"San Nicholas Island, Santa Barbara County",California,USA,"(34.4208321, -119.6982057)",34.4208321,-119.6982057
3627,ys,Florida,USA,"(26.6453672, -81.86699229999999)",26.6453672,-81.86699229999999
3628,"Brevard County, a mile north of Sebastian Inlet",Florida,USA,"(27.860302, -80.4472737)",27.860302,-80.4472737
3630,"Chun's Reef, Laniakea, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,-158.0000565
3631,"Honomuni, Moloka'i",Hawaii,USA,"(21.0888889, -156.7827778)",21.0888889,-156.7827778
3636,"Bastendorf Beach, Coos County",Oregon,USA,"(43.3431815, -124.3483232)",43.3431815,-124.3483232
3644,"Linda Mar Beach, Pedro Point, San Mateo County",California,USA,"(37.6322376, -122.4941658)",37.6322376,-122.4941658
3645,"Paradise Bay (next to Wailua Bay), Maui",Hawaii,USA,"(20.7983626, -156.3319253)",20.7983626,-156.3319253
3652,"Hamstead, Pender County",North Carolina,USA,"(34.3675936, -77.71054819999999)",34.3675936,-77.71054819999999
3656,"Goats Island (Moku’auia Island), Malaekahana State Recreation Area, Laie, O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,-158.0000565
3665,"Abalone Point, Westport Union Landing, Mendocino County",California,USA,"(39.5500194, -123.438353)",39.5500194,-123.438353
3668,Between Santa Cruz Island and Santa Barbara,California,USA,"(34.4208305, -119.6981901)",34.4208305,-119.6981901
3674,Huguenot Memorial ParkDuval County,Florida,USA,"(30.41102009999999, -81.42051049999999)",30.41102009999999,-81.42051049999999
3679,"Mouth of Wallua River, Kaua'i",Hawaii,USA,"(21.9661076, -159.5737912)",21.9661076,-159.5737912
3680,"Goat Rock, Bodega Bay, Sonoma County?",California,USA,"(38.33325, -123.0480571)",38.33325,-123.0480571
3681,"Treasure Shores Beach, Indian River County",Florida,USA,"(27.803624, -80.41854099999999)",27.803624,-80.41854099999999
3682,"""Bunkers"" Eureka, Humboldt County",California,USA,"(40.8020712, -124.1636729)",40.8020712,-124.1636729
3684,"Horners, Wailua, Kaua'i",Hawaii,USA,"(22.0522222, -159.3377778)",22.0522222,-159.3377778
3686,"North Beach Jetty, St. Lucie County",Florida,USA,"(27.3225563, -80.54384499999999)",27.3225563,-80.54384499999999
3687,Waipo,Hawaii,USA,"(21.414311, -157.9955852)",21.414311,-157.9955852
3694,"Velzyland, north shore of O'ahu",Hawaii,USA,"(21.4389123, -158.0000565)",21.4389123,-158.0000565
3706,"Miami Beach, Dade County",Florida,USA,"(25.790654, -80.1300455)",25.790654,-80.1300455
3712,"Spessard Holland Park, Melbourne Beach, Brevard County",Florida,USA,"(28.0478705, -80.5478382)",28.0478705,-80.5478382
3713,"3 miles east of Jacksonville Beach, Duval County",Florida,USA,"(30.2841224, -81.3961338)",30.2841224,-81.3961338
3725,Makaha Surf Beach,Hawaii,USA,"(19.8967662, -155.5827818)",19.8967662,-155.5827818
3727,"Short Sand Beach, Oswald West State Park",Oregon,USA,"(43.8041334, -120.5542012)",43.8041334,-120.5542012
3728,"North Forest Beach, near Hilton Head, Beaufort County",South Carolina,USA,"(32.1476553, -80.7406031)",32.1476553,-80.7406031
3730,"Bill Baggs Cape Florida State Recreation Area, Miami-Dade County",Florida,USA,"(25.7616798, -80.1917902)",25.7616798,-80.1917902
3733,"Kealia Beach, Kaua'i",Hawaii,USA,"(21.9661076, -159.5737912)",21.9661076,-159.5737912
3734,"Off the Hanalei River, Kaua'i",Hawaii,USA,"(21.9661076, -159.5737912)",21.9661076,-159.5737912
3742,"Kinikini, Mana, Kaua'i",Hawaii,USA,"(21.9661076, -159.5737912)",21.9661076,-159.5737912
3766,"Opposite Grand Wailea Resort, Wailea, Maui",Hawaii,USA,"(20.6899733, -156.4392245)",20.6899733,-156.4392245
3767,"Tiger Shores Beach, Martin County",Florida,USA,"(27.0804935, -80.4103957)",27.0804935,-80.4103957
3771,"LaJolla Shores, San Diego County",California,USA,"(32.8577055, -117.2529145)",32.8577055,-117.2529145
3772,"Bluefish Cove, Pt. Lobos State Park, Monterey County",California,USA,"(36.521412, -121.9434003)",36.521412,-121.9434003
3773,"Off 29th Avenue, Myrtle Beach, Horry County",South Carolina,USA,"(33.7153033, -78.8726473)",33.7153033,-78.8726473
3777,"South Jetty, New Smyrna Beach, Volusia County",Florida,USA,"(29.0258191, -80.9269984)",29.0258191,-80.9269984
3787,"Ocean Lakes Campground, south of Myrtle Beach, Horry County",South Carolina,USA,"(33.628649, -78.962329)",33.628649,-78.962329
3792,Cape Lookout Bight,North Carolina,USA,"(35.7595731, -79.01929969999999)",35.7595731,-79.01929969999999
3795,"Off Masonboro Island, New Hanover County",North Carolina,USA,"(34.1677024, -77.8357585)",34.1677024,-77.8357585
3800,"North Beach Inlet, St. Lucie County",Florida,USA,"(27.5316633, -80.3164487)",27.5316633,-80.3164487
3804,"Alligator Reef, off Islamorada, Monroe County",Florida,USA,"(24.9242943, -80.62783639999999)",24.9242943,-80.62783639999999
3809,"North Beach, Hutchinson Island, St. Lucie County",Florida,USA,"(27.327807, -80.23160279999999)",27.327807,-80.23160279999999
3810,"Crescent Beach, St. Augustine, St. Johns County",Florida,USA,"(29.74369579999999, -81.2442164)",29.74369579999999,-81.2442164
3813,"North Beach, St. Lucie County",Florida,USA,"(27.333625, -80.3305362)",27.333625,-80.3305362
3825,"Ka’eleki’I Point, Maui",Hawaii,USA,"(20.7983626, -156.3319253)",20.7983626,-156.3319253
3841,"Shark Shallows, Ponce Inlet, Volusia County",Florida,USA,"(29.0963729, -80.9369983)",29.0963729,-80.9369983
3843,"South of Ponce Inlet, Volusia County",Florida,USA,"(29.0963729, -80.9369983)",29.0963729,-80.9369983
3850,"Public Beach, Siesta Key, Sarasota County",Florida,USA,"(27.2669722, -82.54634399999999)",27.2669722,-82.54634399999999
3854,Truro (Cape Cod),Massachusetts,USA,"(41.99477, -70.0490107)",41.99477,-70.0490107
3858,"Bayshore Garden, Sarasota Bay, Sarasota County",Florida,USA,"(27.3808038, -82.5593595)",27.3808038,-82.5593595
3859,"Bird Rock, Tomales Point",California,USA,"(36.778261, -119.4179324)",36.778261,-119.4179324
3864,"Behune Beach, Volusia County",Florida,USA,"(28.941441, -80.844768)",28.941441,-80.844768
3876,"Salmon Creek Beach, Sonoma County",California,USA,"(38.3393611, -123.0680577)",38.3393611,-123.0680577
3895,In Gulf of Mexico 17 miles off Weeki Wachee ,Florida,USA,"(28.5155513, -82.5728769)",28.5155513,-82.5728769
3909,"Carysfort Lighthouse, Key Largo, Monroe County",Florida,USA,"(25.0865151, -80.4472802)",25.0865151,-80.4472802
3918,"Clam Beach, near Eureka",California,USA,"(40.97056300000001, -124.106561)",40.97056300000001,-124.106561
3927,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Florida,USA,"(27.3225563, -80.54384499999999)",27.3225563,-80.54384499999999
3928,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Florida,USA,"(27.3225563, -80.54384499999999)",27.3225563,-80.54384499999999
3929,"Waiokapua Bay/Majors Bay, Brennecke Beach, Poipu, Kaua'i Island",Hawaii,USA,"(21.8870198, -159.4566317)",21.8870198,-159.4566317
3938,"Wreck of the Navy Barge, 22 miles SE of Rudee ",Virginia,USA,"(37.4315734, -78.6568942)",37.4315734,-78.6568942
3956,"Walden Rocks, St. Lucie County",Florida,USA,"(27.3225563, -80.54384499999999)",27.3225563,-80.54384499999999
3957,"Pecks Lake, Martin County",Florida,USA,"(27.1182096, -80.1463473)",27.1182096,-80.1463473
3984,"The Rocks, Hutchinson Island, Martin County",Florida,USA,"(27.0804935, -80.4103957)",27.0804935,-80.4103957
3988,"Sebastian Inlet, Indian River County",Florida,USA,"(27.860302, -80.4472737)",27.860302,-80.4472737
3996,"Ocean Beach, Jaycee Park, Vero Beach, Indian River County",Florida,USA,"(27.6386434, -80.39727359999999)",27.6386434,-80.39727359999999
4002,"Sandridge Beach, Virginia Beach, Princess Anne County",Virginia,USA,"(37.4315734, -78.6568942)",37.4315734,-78.6568942
4011,Frying Pan Shoals,North Carolina,USA,"(33.788023, -77.9453091)",33.788023,-77.9453091
4012,"Quarter mile offshore in Kaanapali, West Maui",Hawaii,USA,"(20.7983626, -156.3319253)",20.7983626,-156.3319253
4013,"Kealia Beach, Kaua'i",Hawaii,USA,"(21.9661076, -159.5737912)",21.9661076,-159.5737912
4016,"Olowalu side of Lahina, Maui ",Hawaii,USA,"(20.7983626, -156.3319253)",20.7983626,-156.3319253
4024,"Atlantic Dunes Park, Delray Beach, Palm Beach County",Florida,USA,"(26.4420229, -80.0608266)",26.4420229,-80.0608266
4025,"Atlantiic Beach, Duval County",Florida,USA,"(30.3344077, -81.398696)",30.3344077,-81.398696
4026,"South of Ponce Inlet, Volusia County",Florida,USA,"(29.0963729, -80.9369983)",29.0963729,-80.9369983
4027,"11 miles off Dog Island in the Gulf of Mexico, Franklin County",Florida,USA,"(29.7817695, -84.8567932)",29.7817695,-84.8567932
4032,Honoli'i in Hilo (west side of Big Island),Hawaii,USA,"(19.5429151, -155.6658568)",19.5429151,-155.6658568
4033,"Two miles off Key Colony Beach, Monroe County",Florida,USA,"(24.7209744, -81.0186827)",24.7209744,-81.0186827
4037,"Grand Strand, Myrtle Beach, Horry County",South Carolina,USA,"(33.811668, -78.72389199999999)",33.811668,-78.72389199999999
4041,"Bethune Beach, south of New Smyrna Beach, Volusia County",Florida,USA,"(28.9032104, -80.8115369)",28.9032104,-80.8115369
4043,"World Typhoon Lagoon, Disney Water Park",Florida,USA,"(27.6648274, -81.5157535)",27.6648274,-81.5157535
4048,"South side of Ponce de Leon Inlet, Volusia County",Florida,USA,"(29.0279842, -81.0754657)",29.0279842,-81.0754657
4049,Old Kona Airport State Park,Hawaii,USA,"(19.6456413, -156.0128986)",19.6456413,-156.0128986
4050,"Pet Den, Satellite Beach, Brevard County",Florida,USA,"(28.1761233, -80.59005189999999)",28.1761233,-80.59005189999999
4051,"Gulfstream Park beach, Palm Beach County",Florida,USA,"(26.698939, -80.03482699999999)",26.698939,-80.03482699999999
4057,"Waddell Reef, Santa Cruz County",California,USA,"(37.0453988, -121.9579578)",37.0453988,-121.9579578
4058,"Big Island off Kona Village Resort, North Kona",Hawaii,USA,"(19.6924307, -155.8500639)",19.6924307,-155.8500639
4062,"Off Ventura, Anacapa & Santa Cruz Islands",California,USA,"(36.778261, -119.4179324)",36.778261,-119.4179324
4075,Midnight Lump (38 miles offshore),Louisiana,USA,"(30.9842977, -91.96233269999999)",30.9842977,-91.96233269999999
4085,Santa Rosa Sound Escambia County,Florida,USA,"(30.39817469999999, -86.9150693)",30.39817469999999,-86.9150693
4086,"Municipal Beach, Riviera Beach, Palm Beach County",Florida,USA,"(26.6995753, -80.0330578)",26.6995753,-80.0330578
4087,"On the south side of Ponce Inlet, Volusia County",Florida,USA,"(29.0963729, -80.9369983)",29.0963729,-80.9369983
4096,"J.P. Luby Surf Park, Corpus Christi",Texas,USA,"(27.8005828, -97.39638099999999)",27.8005828,-97.39638099999999
4102,"Smyrna Dunes Park, New Smyrna Beach, Volusia County",Florida,USA,"(29.0654833, -80.91082709999999)",29.0654833,-80.91082709999999
4103,"Smyrna Dunes  Park, New Smyrna Beach, Volusia County",Florida,USA,"(29.0654833, -80.91082709999999)",29.0654833,-80.91082709999999
4104,"Artifical reef 3 miles off Manatee Beach, Manatee County",Florida,USA,"(27.4799195, -82.34518899999999)",27.4799195,-82.34518899999999
4106,"Pine Island, Corolla, Currituck County",North Carolina,USA,"(36.2535139, -75.7855797)",36.2535139,-75.7855797
4115,"Oceanic Pier, Wrightsville Beach, New Hanover County",North Carolina,USA,"(34.2085036, -77.7963709)",34.2085036,-77.7963709
4122,"South Jacksonville Beach, Duval County",Florida,USA,"(30.2841224, -81.3961338)",30.2841224,-81.3961338
4123,"Kanaha Beach, Maui",Hawaii,USA,"(20.9026526, -156.4375223)",20.9026526,-156.4375223
4124,"Bouges Bank, Emerald Isle, Carteret County",North Carolina,USA,"(34.6779399, -76.95077619999999)",34.6779399,-76.95077619999999
